11,price,square,
328423,2.5,328.423,
560000,2.5,560,
411500,1,411.5,
742000,3.25,742,
611900,2.25,611.9,
345000,1.75,345,
445000,2.75,445,
225000,2.5,225,
677500,1,677.5,
160000,1,160,
315000,1,315,
542525,2.5,542.525,
503000,2.5,503,
300000,2.5,300,
397000,1,397,
334550,1,334.55,
226740,1.5,226.74,
253000,1,253,
540000,1.75,540,
501000,1,501,
410500,1,410.5,
562000,2.25,562,
701000,3,701,
204700,2,204.7,
399000,2.5,399,
650000,2.5,650,
697000,1.75,697,
430000,2,430,
378800,2.5,378.8,
425000,1,425,
730000,2.75,730,
211000,2,211,
1000000,4.5,1000,
454900,1.75,454.9,
727500,2,727.5,
355000,2.5,355,
224000,1.5,224,
515000,1,515,
350000,1.75,350,
437718,2.5,437.718,
241000,1.75,241,
380000,0,380,
423500,2,423.5,
332100,3.5,332.1,
450000,1.75,450,
415000,4,415,
435000,2,435,
345500,2.5,345.5,
855000,3,855,
690000,2.5,690,
330000,1,330,
390000,2,390,
435000,2.5,435,
440000,1.75,440,
190000,2.25,190,
1042030,5,1042.03,
595000,2.5,595,
254000,2.25,254,
326500,1,326.5,
327000,1,327,
426500,2.75,426.5,
435000,1,435,
772000,2.75,772,
616300,2,616.3,
386000,1.5,386,
290000,1,290,
219000,2,219,
572000,2,572,
512500,1.75,512.5,
450000,2,450,
267500,1,267.5,
550000,1.75,550,
433000,2.75,433,
1187500,2.25,1187.5,
641000,3.5,641,
1381000,3.75,1381,
421000,2.5,421,
508000,2.25,508,
480000,2.25,480,
571000,2.5,571,
750000,2.5,750,
354000,2.5,354,
366000,2.25,366,
559950,3.5,559.95,
500000,2.5,500,
426000,1,426,
327000,2.5,327,
258000,1.75,258,
635000,2.5,635,
245000,2,245,
267000,2,267,
495000,2.5,495,
696500,2.25,696.5,
430000,1.5,430,
284000,1.75,284,
1712500,3.25,1712.5,
430760,2.75,430.76,
426250,1,426.25,
965000,2.5,965,
587500,2.25,587.5,
639000,2.5,639,
450000,1.5,450,
340000,2,340,
529950,1,529.95,
530000,2.5,530,
169950,1,169.95,
339888,1,339.888,
799990,2.5,799.99,
345100,3.75,345.1,
395000,1,395,
820000,2.5,820,
1490000,3.5,1490,
249950,1.5,249.95,
415000,2.5,415,
970000,3.25,970,
1300000,3.25,1300,
280000,2.5,280,
499950,3.5,499.95,
1488000,6,1488,
545000,1.75,545,
824000,2.25,824,
537000,2.5,537,
625000,1.75,625,
600000,2.5,600,
274500,2.25,274.5,
687000,2.5,687,
756000,2.5,756,
720000,2.5,720,
451000,3,451,
680000,2.75,680,
539000,2,539,
308000,2.5,308,
295950,1,295.95,
279950,1.75,279.95,
510000,2.5,510,
246000,2.25,246,
630000,2,630,
410000,2,410,
275053,1,275.053,
440000,1.75,440,
350000,1.5,350,
625000,2.75,625,
812000,2.5,812,
450000,2.75,450,
535000,3.5,535,
780500,1,780.5,
650100,1,650.1,
870000,2.5,870,
749950,2.75,749.95,
245000,1.5,245,
542000,1,542,
700000,1.75,700,
357000,1.5,357,
308625,2,308.625,
625000,3.25,625,
340000,2.5,340,
375000,2.75,375,
664000,2.5,664,
649950,2.5,649.95,
265000,1,265,
408500,2.5,408.5,
1200000,2.75,1200,
325000,1.75,325,
210000,1,210,
277700,1.5,277.7,
696000,2.5,696,
2110000,2.25,2110,
302500,2.5,302.5,
320000,2.5,320,
1100000,3.5,1100,
1135000,4.25,1135,
342888,1,342.888,
